file,label,source,speaker,generator,language,group
audio/human/LJSpeech/LJ018-0372.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0372
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)_089.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::167 - AI Has LOST ALL CONTROL 💀 (Sora 2 Moments You Won’t Believe)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/241 - 🍰 Cinematic Cakes： Movie Studio Edition_026.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::241 - 🍰 Cinematic Cakes： Movie Studio Edition
audio/human/LJSpeech/LJ015-0226.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0226
audio/human/CREMA-D/1073_IWL_HAP_XX.wav,0,CREMA-D,1073,,en,CREMA-D::actor::1073
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/079 - Sora Ai S1E1_047.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::079 - Sora Ai S1E1
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/179 - 🍔When Movie Studios Opened BURGER KING Theaters_006.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::179 - 🍔When Movie Studios Opened BURGER KING Theaters
audio/human/LJSpeech/LJ040-0212.wav,0,LJSpeech,LJ,,en,LJSpeech::lj040-0212
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/026 - Sora 2 SpongeBob & Other Funny Videos_012.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::026 - Sora 2 SpongeBob & Other Funny Videos
audio/human/LJSpeech/LJ049-0230.wav,0,LJSpeech,LJ,,en,LJSpeech::lj049-0230
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_119.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/human/immy/Explaining The Topic Of FEMALE GOONING!_025.wav,0,unknown,,,unknown,unknown::human::explaining the topic of female gooning!_025
audio/human/LJSpeech/LJ050-0215.wav,0,LJSpeech,LJ,,en,LJSpeech::lj050-0215
audio/human/LJSpeech/LJ048-0216.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0216
audio/human/CREMA-D/1046_DFA_HAP_XX.wav,0,CREMA-D,1046,,en,CREMA-D::actor::1046
audio/human/beastboy/Very Big New Setup Update_102.wav,0,unknown,,,unknown,unknown::human::very big new setup update_102
audio/human/LJSpeech/LJ050-0172.wav,0,LJSpeech,LJ,,en,LJSpeech::lj050-0172
audio/human/LJSpeech/LJ045-0061.wav,0,LJSpeech,LJ,,en,LJSpeech::lj045-0061
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/196 - Lost Episodes Analog Horror Sora 2 (Full Movie)_131.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::196 - Lost Episodes Analog Horror Sora 2 (Full Movie)
audio/human/CREMA-D/1033_TSI_NEU_XX.wav,0,CREMA-D,1033,,en,CREMA-D::actor::1033
audio/human/CREMA-D/1051_ITS_ANG_XX.wav,0,CREMA-D,1051,,en,CREMA-D::actor::1051
audio/human/LJSpeech/LJ015-0202.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0202
audio/human/LJSpeech/LJ034-0085.wav,0,LJSpeech,LJ,,en,LJSpeech::lj034-0085
audio/human/LJSpeech/LJ042-0129.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0129
audio/human/CREMA-D/1047_IEO_DIS_HI.wav,0,CREMA-D,1047,,en,CREMA-D::actor::1047
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/200 - SML Movie： Junior Wants Chef Pee Pee Fired!_172.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::200 - SML Movie： Junior Wants Chef Pee Pee Fired!
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1_033.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1
audio/human/LJSpeech/LJ028-0199.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0199
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize_039.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::039 - South Park： Cartman in Squid Game ｜ South Park Parody ｜ Episode 1 ｜ Motionize
audio/human/LJSpeech/LJ028-0024.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0024
audio/human/LJSpeech/LJ040-0175.wav,0,LJSpeech,LJ,,en,LJSpeech::lj040-0175
audio/human/LJSpeech/LJ038-0146.wav,0,LJSpeech,LJ,,en,LJSpeech::lj038-0146
audio/human/CREMA-D/1034_IEO_ANG_LO.wav,0,CREMA-D,1034,,en,CREMA-D::actor::1034
audio/human/LJSpeech/LJ034-0154.wav,0,LJSpeech,LJ,,en,LJSpeech::lj034-0154
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_309.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/CREMA-D/1034_MTI_FEA_XX.wav,0,CREMA-D,1034,,en,CREMA-D::actor::1034
audio/human/CREMA-D/1057_IWL_DIS_XX.wav,0,CREMA-D,1057,,en,CREMA-D::actor::1057
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/109 - Cartoon Network AI Bumpers_017.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::109 - Cartoon Network AI Bumpers
audio/human/LJSpeech/LJ024-0066.wav,0,LJSpeech,LJ,,en,LJSpeech::lj024-0066
audio/human/CREMA-D/1066_TAI_HAP_XX.wav,0,CREMA-D,1066,,en,CREMA-D::actor::1066
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_019.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/human/CREMA-D/1049_TSI_NEU_XX.wav,0,CREMA-D,1049,,en,CREMA-D::actor::1049
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_333.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/037 - south park special episode： DOOMED DAD (made by ai)_148.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::037 - south park special episode： DOOMED DAD (made by ai)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_128.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/human/CREMA-D/1049_IOM_SAD_XX.wav,0,CREMA-D,1049,,en,CREMA-D::actor::1049
audio/human/CREMA-D/1071_IEO_FEA_HI.wav,0,CREMA-D,1071,,en,CREMA-D::actor::1071
audio/human/CREMA-D/1066_IWW_HAP_XX.wav,0,CREMA-D,1066,,en,CREMA-D::actor::1066
audio/human/CREMA-D/1013_WSI_ANG_XX.wav,0,CREMA-D,1013,,en,CREMA-D::actor::1013
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/193 - Sora AI Lost Episode Analog Horror Compilation_060.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::193 - Sora AI Lost Episode Analog Horror Compilation
audio/human/LJSpeech/LJ028-0155.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0155
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/031 - Top 62 Sora 2 Clips That Will Blow Your Mind_105.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::031 - Top 62 Sora 2 Clips That Will Blow Your Mind
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_047.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_047
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/037 - south park special episode： DOOMED DAD (made by ai)_006.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::037 - south park special episode： DOOMED DAD (made by ai)
audio/human/CREMA-D/1053_ITS_HAP_XX.wav,0,CREMA-D,1053,,en,CREMA-D::actor::1053
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!_053.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!"
audio/human/CREMA-D/1090_IWW_SAD_XX.wav,0,CREMA-D,1090,,en,CREMA-D::actor::1090
audio/human/CREMA-D/1023_IEO_ANG_LO.wav,0,CREMA-D,1023,,en,CREMA-D::actor::1023
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/269 - UNHINGED CAILLOU Sora Compilation 2_003.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::269 - UNHINGED CAILLOU Sora Compilation 2
audio/human/LJSpeech/LJ050-0212.wav,0,LJSpeech,LJ,,en,LJSpeech::lj050-0212
audio/human/immy/Pathetic Loser Gooner Girlfriend Begs You To Stay With Her ASMR_061.wav,0,unknown,,,unknown,unknown::human::pathetic loser gooner girlfriend begs you to stay with her asmr_061
audio/human/CREMA-D/1063_MTI_HAP_XX.wav,0,CREMA-D,1063,,en,CREMA-D::actor::1063
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/128 - Goku vs AI monster (Sora AI 2)_001.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::128 - Goku vs AI monster (Sora AI 2)
audio/ai/garystafford/sp_0006_part_011.flac,1,GaryStafford,,Speechify,en,GaryStafford::ai::Speechify::0006
audio/human/CREMA-D/1006_TSI_HAP_XX.wav,0,CREMA-D,1006,,en,CREMA-D::actor::1006
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/129 - Nickelodeon x CN x PBS Kids Mashup - AI Bumpers_005.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::129 - Nickelodeon x CN x PBS Kids Mashup - AI Bumpers
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1_038.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1
audio/human/LJSpeech/LJ028-0075.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0075
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_244.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/human/LJSpeech/LJ037-0038.wav,0,LJSpeech,LJ,,en,LJSpeech::lj037-0038
audio/human/beastboy/Very Big New Setup Update_068.wav,0,unknown,,,unknown,unknown::human::very big new setup update_068
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1_040.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::087 - Sora 2 - Family Guy and South Park ｜ AI Cartoon Compilation #1
audio/human/CREMA-D/1066_IOM_HAP_XX.wav,0,CREMA-D,1066,,en,CREMA-D::actor::1066
audio/human/LJSpeech/LJ028-0443.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0443
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_202.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/human/CREMA-D/1050_DFA_ANG_XX.wav,0,CREMA-D,1050,,en,CREMA-D::actor::1050
audio/ai/garystafford/hu_0005_part_009.flac,1,GaryStafford,,Hume AI,en,GaryStafford::ai::Hume AI::0005
audio/human/CREMA-D/1071_IEO_DIS_MD.wav,0,CREMA-D,1071,,en,CREMA-D::actor::1071
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/126 - Sora 2 Ai Disney & Pixar Film Trailers Compilation_039.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::126 - Sora 2 Ai Disney & Pixar Film Trailers Compilation
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2_021.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::081 - Sora 2 - Family Guy, South Park, Rick & Morty, SpongeBob, and more! ｜ AI Cartoon Compilation #2"
audio/human/LJSpeech/LJ044-0126.wav,0,LJSpeech,LJ,,en,LJSpeech::lj044-0126
audio/human/vishesh/ep1_096.wav,0,unknown,,,unknown,unknown::human::ep1_096
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/029 - Movie Studio Intros Come Alive in Theaters_004.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::029 - Movie Studio Intros Come Alive in Theaters
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4_063.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::069 - Sora 2 - Family Guy, South Park, Spongebob, Donald Trump, and more! ｜ Al Cartoon Compilation #4"
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/165 - TriStar vs. Movie Studios_019.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::165 - TriStar vs. Movie Studios
audio/human/LJSpeech/LJ043-0110.wav,0,LJSpeech,LJ,,en,LJSpeech::lj043-0110
audio/human/CREMA-D/1020_IWL_ANG_XX.wav,0,CREMA-D,1020,,en,CREMA-D::actor::1020
audio/human/beastboy/Yapping More About The GTA 6 Leaks And No Physical Disks Anger_054.wav,0,unknown,,,unknown,unknown::human::yapping more about the gta 6 leaks and no physical disks anger_054
audio/human/LJSpeech/LJ029-0163.wav,0,LJSpeech,LJ,,en,LJSpeech::lj029-0163
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_151.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/human/LJSpeech/LJ048-0180.wav,0,LJSpeech,LJ,,en,LJSpeech::lj048-0180
audio/human/garystafford/yt_0008_part_059.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0008
audio/human/CREMA-D/1072_IOM_HAP_XX.wav,0,CREMA-D,1072,,en,CREMA-D::actor::1072
audio/human/LJSpeech/LJ029-0132.wav,0,LJSpeech,LJ,,en,LJSpeech::lj029-0132
audio/human/CREMA-D/1080_IWW_FEA_XX.wav,0,CREMA-D,1080,,en,CREMA-D::actor::1080
audio/human/LJSpeech/LJ039-0174.wav,0,LJSpeech,LJ,,en,LJSpeech::lj039-0174
audio/human/LJSpeech/LJ039-0226.wav,0,LJSpeech,LJ,,en,LJSpeech::lj039-0226
audio/human/CREMA-D/1074_IWW_NEU_XX.wav,0,CREMA-D,1074,,en,CREMA-D::actor::1074
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_105.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/007 - Sora 2 AI Gives You An Existential Crisis [Early Access]_019.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::007 - Sora 2 AI Gives You An Existential Crisis [Early Access]
audio/human/LJSpeech/LJ028-0510.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0510
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_025.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/ai/garystafford/po_0007_part_006.flac,1,GaryStafford,,Amazon Polly,en,GaryStafford::ai::Amazon Polly::0007
audio/human/garystafford/yt_0006_part_003.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0006
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/046 - What If Movie Studios Made Cars？_006.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::046 - What If Movie Studios Made Cars？
audio/human/LJSpeech/LJ018-0380.wav,0,LJSpeech,LJ,,en,LJSpeech::lj018-0380
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/105 - sora 2 stuff_158.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::105 - sora 2 stuff
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/113 - Action Figure Ads from Movie Studios_031.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::113 - Action Figure Ads from Movie Studios
audio/human/CREMA-D/1018_ITH_SAD_XX.wav,0,CREMA-D,1018,,en,CREMA-D::actor::1018
audio/human/LJSpeech/LJ043-0086.wav,0,LJSpeech,LJ,,en,LJSpeech::lj043-0086
audio/human/garystafford/yt_0009_part_136.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0009
audio/human/LJSpeech/LJ026-0047.wav,0,LJSpeech,LJ,,en,LJSpeech::lj026-0047
audio/human/garystafford/yt_0003_part_009.flac,0,GaryStafford,,,en,GaryStafford::human::yt_0003
audio/human/CREMA-D/1046_TAI_HAP_XX.wav,0,CREMA-D,1046,,en,CREMA-D::actor::1046
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/137 - Gumball out of context ( but it's A.I )_071.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::137 - Gumball out of context ( but it's A.I )
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/031 - Top 62 Sora 2 Clips That Will Blow Your Mind_078.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::031 - Top 62 Sora 2 Clips That Will Blow Your Mind
audio/human/LJSpeech/LJ034-0131.wav,0,LJSpeech,LJ,,en,LJSpeech::lj034-0131
audio/human/silence/silence_001 (copy 30).wav,0,unknown,,,unknown,unknown::human::silence_001 (copy 30)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/031 - Top 62 Sora 2 Clips That Will Blow Your Mind_106.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::031 - Top 62 Sora 2 Clips That Will Blow Your Mind
audio/human/CREMA-D/1068_ITH_FEA_XX.wav,0,CREMA-D,1068,,en,CREMA-D::actor::1068
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_032.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_032
audio/human/LJSpeech/LJ014-0063.wav,0,LJSpeech,LJ,,en,LJSpeech::lj014-0063
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/208 - Movie Studios in Yarn (Behind the Scenes)_007.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::208 - Movie Studios in Yarn (Behind the Scenes)
audio/human/immy/Your BrainRot Girlfriend Got Too Silly ASMR_076.wav,0,unknown,,,unknown,unknown::human::your brainrot girlfriend got too silly asmr_076
audio/human/CREMA-D/1042_IOM_NEU_XX.wav,0,CREMA-D,1042,,en,CREMA-D::actor::1042
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_202.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_202
audio/human/LJSpeech/LJ028-0486.wav,0,LJSpeech,LJ,,en,LJSpeech::lj028-0486
audio/human/CREMA-D/1040_TSI_NEU_XX.wav,0,CREMA-D,1040,,en,CREMA-D::actor::1040
audio/ai/garystafford/po_0034_part_003.flac,1,GaryStafford,,Amazon Polly,en,GaryStafford::ai::Amazon Polly::0034
audio/human/LJSpeech/LJ020-0074.wav,0,LJSpeech,LJ,,en,LJSpeech::lj020-0074
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/040 - BEST SORA 2 AI MEMES EPISODE 6_056.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::040 - BEST SORA 2 AI MEMES EPISODE 6
audio/human/CREMA-D/1003_DFA_FEA_XX.wav,0,CREMA-D,1003,,en,CREMA-D::actor::1003
audio/human/LJSpeech/LJ044-0093.wav,0,LJSpeech,LJ,,en,LJSpeech::lj044-0093
audio/human/CREMA-D/1085_WSI_NEU_XX.wav,0,CREMA-D,1085,,en,CREMA-D::actor::1085
audio/human/LJSpeech/LJ013-0138.wav,0,LJSpeech,LJ,,en,LJSpeech::lj013-0138
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/079 - Sora Ai S1E1_049.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::079 - Sora Ai S1E1
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/204 - Ultimate THX & Movie Studio Intro Compilation_010.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::204 - Ultimate THX & Movie Studio Intro Compilation
audio/human/CREMA-D/1027_DFA_SAD_XX.wav,0,CREMA-D,1027,,en,CREMA-D::actor::1027
audio/human/CREMA-D/1056_IEO_NEU_XX.wav,0,CREMA-D,1056,,en,CREMA-D::actor::1056
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_255.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_255
audio/human/LJSpeech/LJ027-0043.wav,0,LJSpeech,LJ,,en,LJSpeech::lj027-0043
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/036 - How NOT to Recreate Movie Studio Intros_035.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::036 - How NOT to Recreate Movie Studio Intros
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_196.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/LJSpeech/LJ030-0086.wav,0,LJSpeech,LJ,,en,LJSpeech::lj030-0086
audio/human/LJSpeech/LJ042-0245.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0245
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_123.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids
audio/human/LJSpeech/LJ042-0132.wav,0,LJSpeech,LJ,,en,LJSpeech::lj042-0132
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/237 - 🍦When Animated TV Channels Make Ice Cream📺_013.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::237 - 🍦When Animated TV Channels Make Ice Cream📺
audio/human/CREMA-D/1062_TIE_DIS_XX.wav,0,CREMA-D,1062,,en,CREMA-D::actor::1062
audio/human/LJSpeech/LJ035-0164.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0164
audio/human/CREMA-D/1073_TAI_FEA_XX.wav,0,CREMA-D,1073,,en,CREMA-D::actor::1073
audio/human/CREMA-D/1085_IWL_FEA_XX.wav,0,CREMA-D,1085,,en,CREMA-D::actor::1085
audio/human/LJSpeech/LJ035-0163.wav,0,LJSpeech,LJ,,en,LJSpeech::lj035-0163
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/068 - Hip Hop Sora 2 A.I Compilation_106.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::068 - Hip Hop Sora 2 A.I Compilation
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/137 - Gumball out of context ( but it's A.I )_035.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::137 - Gumball out of context ( but it's A.I )
audio/human/CREMA-D/1085_IEO_FEA_HI.wav,0,CREMA-D,1085,,en,CREMA-D::actor::1085
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/235 - (REUPLOAD) Lost Episodes Analog Horror Sora 2 #2_019.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::235 - (REUPLOAD) Lost Episodes Analog Horror Sora 2 #2
audio/human/CREMA-D/1066_IEO_HAP_MD.wav,0,CREMA-D,1066,,en,CREMA-D::actor::1066
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/230 - The Ultimate Spongebob Sora 2 Compilation_262.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::230 - The Ultimate Spongebob Sora 2 Compilation
audio/human/CREMA-D/1080_MTI_NEU_XX.wav,0,CREMA-D,1080,,en,CREMA-D::actor::1080
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/025 - He needs someone to save him 😭_187.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::025 - He needs someone to save him 😭
audio/human/LJSpeech/LJ015-0280.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0280
audio/human/CREMA-D/1051_MTI_DIS_XX.wav,0,CREMA-D,1051,,en,CREMA-D::actor::1051
audio/human/CREMA-D/1037_ITH_FEA_XX.wav,0,CREMA-D,1037,,en,CREMA-D::actor::1037
audio/ai/garystafford/sp_0001_part_004.flac,1,GaryStafford,,Speechify,en,GaryStafford::ai::Speechify::0001
audio/human/LJSpeech/LJ033-0123.wav,0,LJSpeech,LJ,,en,LJSpeech::lj033-0123
audio/human/CREMA-D/1050_MTI_SAD_XX.wav,0,CREMA-D,1050,,en,CREMA-D::actor::1050
audio/human/CREMA-D/1090_TAI_FEA_XX.wav,0,CREMA-D,1090,,en,CREMA-D::actor::1090
audio/human/LJSpeech/LJ030-0221.wav,0,LJSpeech,LJ,,en,LJSpeech::lj030-0221
audio/human/rekrap/Day in the Life of A Minecraft YouTuber_152.wav,0,unknown,,,unknown,unknown::human::day in the life of a minecraft youtuber_152
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids_078.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::236 - Sora 2 Lost Episode In 10 Minutes Not Made For Kids
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/038 - What if Squidward's New Neighbor was Gumball？ A Nightmare Worse Than SpongeBob._000.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::038 - What if Squidward's New Neighbor was Gumball？ A Nightmare Worse Than SpongeBob.
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3_000.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::174 - Sora 2 - Family Guy, South Park, SpongeBob SquarePants and more! ｜ AI Cartoon Compilation #3"
"audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!_092.wav",1,YouTube-AI,,unknown,unknown,"YouTube-AI::088 - Sora's AI-Generated SpongeBob Part 2! The Style Change is INSANE, My Childhood is Ruined!"
audio/human/CREMA-D/1035_IWW_FEA_XX.wav,0,CREMA-D,1035,,en,CREMA-D::actor::1035
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/030 - BEST SORA 2 AI MEMES EPISODE 5_270.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::030 - BEST SORA 2 AI MEMES EPISODE 5
audio/human/silence/silence_001 (copy 77).wav,0,unknown,,,unknown,unknown::human::silence_001 (copy 77)
audio/ai/youtube_ai/ai_slop_i_glad_i_never_watched/196 - Lost Episodes Analog Horror Sora 2 (Full Movie)_016.wav,1,YouTube-AI,,unknown,unknown,YouTube-AI::196 - Lost Episodes Analog Horror Sora 2 (Full Movie)
audio/human/LJSpeech/LJ015-0144.wav,0,LJSpeech,LJ,,en,LJSpeech::lj015-0144
